news_text_content,news_title,category,news_id
escuchar finalmente y despues de tanto esperar las ansiadas lluvias llegaron a nuestro pais y tambien a importantes regiones productivas de nuestra region si bien las mismas no cambian el escenario de sequia por lo menos si cambian el humor de los productores que se aprestan como todos los anos a poner manos a la obra para iniciar las tareas de implantacion con un promedio que ronda los milimetros aunque en algunas zonas fueron bastante superiores y buena cobertura en la pampa humeda justo en un momento clave de inicio de las siembras podriamos haber pensado que ello tendria que haber impactado negativamente en las cotizaciones de chicago no obstante al momento de redactarse la presente columna los valores no solo no habian acusado el impacto de esta noticia sino que por el contrario mostraban mejoras en el cierre de mitad de semana en este sentido la parte optimista la puso justamente el mercado financiero si bien los ultimos datos del fondo monetario internacional fmi alertan sobre una recesion fuerte para este ano y el proximo con tasas de crecimiento a nivel global que para este ano rondarian el con respecto al del los operadores de wall street estan observando que quiza la reserva federal de los estados unidos fed por sus siglas en ingles podria no ser tan agresiva en las proximas subas de tasas como lo vino haciendo en los ultimos tres meses pero ello tambien podria ser solo un espejismo christine lagarde actual titular del banco central europeo bce tiene un pensamiento un tanto diferente mientras la jornada del pasado jueves estaba llegando al mediodia se aguardaba con mucha expectativa que iba a hacer el bce respecto de las tasas de interes para lagarde la inflacion es aun demasiado alta presagiando que la suba de tasas podria ser agresiva asi las cosas la cinchada entre los fundamentos de mercado y el contexto le aportan gran volatilidad al mercado inclusive intradiario y por supuesto no debemos olvidar a la geopolitica mientras la guerra entre rusia y ucrania se intensifica con amenazas veladas entre el lider ruso y occidente no hay de dejar de prestar atencion a la reeleccion de xi jinping por tercer mandato consecutivo del partido comunista chino pcch entronizado como virtual emperador el poder de xi hoy resulta en su punto mas alto pudiendo llegar a ser el presidente mas importante de china en toda su historia solo le queda resolver una cuestion taiwan antes de lanzarse a pelear palmo a palmo con estados unidos la posibilidad de que el gigante asiatico sea el proximo lider global en un mercado de granos que tiene a este ultimo como principal importador mundial de estos productos y a estados unidos como el principal exportador mundial medir correctamente el impacto de esta situacion no es tarea menor sin lugar a duda y volviendo a la realidad productiva de nuestro pais lo importante y el anhelo de ahora en adelante es que las ultimas precipitaciones sean el comienzo de un periodo de tiempo mas humedo claramente la cosecha es lo mas trascendente pero por otro lado tambien debemos tener bien en claro que una mala decision comercial puede dilapidar todo un esfuerzo productivo el autor es socio de novitas sa,nuevos desafios de la geopolitica y la macroeconomia mundial,macroeconomia,6a91a451-bb97-4317-add1-a0126af628e4
el vicepresidente del banco central europeo luis de guindos participa en una jornada organizada por iese business school y fundacion naturgy en el campus del iese a de noviembre de en madrid espana el vicepresidente del banco central europeo luis de guindos participa en una jornada organizada por iese business school y fundacion naturgy en el campus del iese a de noviembre de en madrid espana cezaro de luca europa press madrid nov europa press el vicepresidente del banco central europeo bce luis de guindos ha respondido a los comentarios de varios lideres europeos sugiriendo un ritmo mas suave de normalizacion de la politica monetaria que la institucion seguira subiendo los tipos de interes aunque el endurecimiento de las condiciones de financiacion repercuta sobre la demanda porque no hacer nada seria mucho peor si queremos mejorar las perspectivas de crecimiento es muy importante abordar la inflacion si no reducimos la inflacion la situacion sera mucho peor ha respondido guindos en una entrevista con politico a los comentarios del presidente de francia emmanuel macron la primera ministra de italia georgia meloni o la primera ministra finlandesa sanna marin sobre la estrategia del bce vamos a subir los tipos de interes lo que va a repercutir en las condiciones de financiacion reducira la demanda agregada tanto de consumo como de inversion pero es la unica salida posible que tenemos porque no hacer nada seria mucho peor ha explicado el exministro espanol de economia asimismo en el actual contexto de shock energetico y deterioro del comercio guindos considera que la politica fiscal puede paliar el empobrecimiento derivado de la necesidad de evitar una escalda salarial con politicas muy a la medida de aquellos sectores de la sociedad mucho mas vulnerables en este sentido recuerda que el reciente informe del consejo fiscal europeo afirmaba que la mayoria de las medidas fiscales adoptadas por los gobiernos no estan suficientemente enfocadas la politica fiscal tiene que reaccionar apoyando los ingresos de los grupos vulnerables de la sociedad no deberiamos eliminar por completo la senal del precio lo que podria afectar la compatibilidad entre la politica fiscal y monetaria y retrasar la transicion verde aclara en cuanto a la evolucion de la economia guindos reconoce que existe una alta probabilidad de que el crecimiento trimestral de la zona euro en el cuarto trimestre de este ano sea negativo y es probable que el crecimiento intertrimestral negativo continue en el primer trimestre de lo que supondria una recesion tecnica aunque subraya que no espera que sea una contraccion muy profunda asimismo opina que la inflacion rondara su nivel actual del durante los proximos meses mientras que confia en que comenzara a disminuir en la primera mitad del proximo ano advirtiendo de que en promedio la inflacion general y la subyacente seguiran siendo muy altas ajuste de balance para por otro lado el vicepresidente del bce senala que la entidad comenzara tarde o temprano a reducir su balance lo que se conoce como ajuste cuantitativo qt por sus siglas en ingles subrayando que seguro que en en su opinion el proceso permitira reducir el exceso de liquidez y paliar la escasez de garantias aunque reconoce que el ajuste cuantitativo qt debe implementarse con mucha prudencia en mi opinion deberiamos comenzar con un qt pasivo al no reinvertir completamente los valores que vencen en nuestra cartera precisa a este respecto tal y como habia indicado la presidenta del bce christine lagarde las caracteristicas y la oportunidad del ajuste se discutiran en diciembre el qt tambien es parte del proceso de normalizacion de la politica monetaria y procederemos con mucha prudencia y cautela senala respecto del potencial impacto en la estabilidad financiera sostiene que la situacion de los bancos es mucho mas positiva ahora y son mas resistentes al empeoramiento de las perspectivas y al endurecimiento de las condiciones financieras mientras que se debe prestar especial atencion a las instituciones financieras no bancarias que estan menos supervisadas y para las que el conjunto de herramientas macroprudenciales es mas limitado aunque no tenemos ningun tipo de poder de supervision sobre ellas estamos muy atentos a estas instituciones ya que desempenan un papel muy importante en el panorama financiero de la zona del euro y podrian provocar un accidente de mercado advierte guindos para quien seria muy importante mejorar el conjunto de herramientas macroprudenciales para entidades no bancarias a fin de minimizar los riesgos potenciales,guindos defiende que el bce subira mas los tipos para domar la inflacion porque no hacerlo seria mucho peor,macroeconomia,168d8d23-28b2-4598-946f-68a7cf86c6d9
considera que el virtuosismo presupuestario medido solo por la deuda no puede ser el alfa y el omega de nuestro proyecto comun thierry breton paris tiene muchos sombreros a lo largo de su carrera ha sido ministro de finanzas de francia responsable de empresas como thomson france telecom o atos profesor en la harvard business school y desde es comisario eur,thierry breton no se puede reducir la deuda de forma mecanica hay que hacerlo con cuidado y de forma justa,macroeconomia,ae8e5d4c-ad1f-40ab-9e5c-f9e2338d3c30
hernandez de cos alerta en el congreso de que el agujero de la seguridad social no deja de crecer y pide al gobierno mas medidas de ajuste la fuerte subida de las pensiones y el incremento de los sueldos publicos supondran un coste de mas de millones de euros es la estimacion que hace el banco de espana y que el gobernador pablo hernandez de cos ha expuesto este lunes en el congreso de los diputados la mayor parte obviamente corresponde las prestaciones que abona la seguridad social hernandez de cos ha explicado que cada punto de incremento supone un gasto adicional de millones de modo que la decision del gobierno de aplicar una subida lineal del al conjunto de las pensiones supone un desembolso de millones los sueldos publicos por su parte exigen un gasto adicional de millones por cada punto de subida segun la estimacion del propio banco de espana el incremento dijo para el ano que viene es de puntos dato que se puede ver incrementado en otro punto en funcion de diferentes variables la suma total seria de puntos que suponen otros millones y sobre esa parte variables el bde dice lo siguiente para la revalorizacion se establece en un que podria aumentar un si la suma del iapc de y del iapc adelantado de septiembre de superase el lo que segun he comentado al referirme al entorno macroeconomico parece altamente probable por otro lado se aplicaria tambien un incremento adicional de los sueldos publicos del si el pib nominal igualase o superase al estimado en el cuadro macroeconomico que acompana a este proyecto de pge con estos supuestos por lo tanto se alcanza un total de millones de gasto adicional que el gobierno afronta en plena desaceleracion economica en un ano electoral y con buena parte de los trabajadores privados inmersos en un pacto de rentas que el ejecutivo se niega a aplicar a los pensionistas ante estas abultadas cifras y en el complejo contexto inflacionista hernandez de cos ha vuelto a mostrar su rechazo a que todas las prestaciones se suben un por el gasto que supone y por la necesidad que los pensionistas formen parte del pacto de renta agujero en la seguridad social en su comparecencia ante de la comision de presupuestos hernandez de cos ha incidido especialmente en la situacion de la seguridad social ya no solo por esa subida excepcional del de este ano sino por la situacion del sistema y en este punto ha sido muy claro las medidas aplicadas por el gobierno son insuficientes no alcanzan para cubrir los compromisos de gasto adoptados los mayores compromisos de gasto asociados a la derogacion de los elementos centrales de la reforma de no han sido compensados todavia en su totalidad por las nuevas medidas introducidas recientemente ha explicado hernandez de cos las estimaciones oficiales situan el ahorro asociado al mecanismo de equidad intergeneracional y a los incentivos a la jubilacion demorada entre puntos porcentuales y pp de pib en el ano mientras que la revalorizacion de las pensiones con el ipc y la derogacion del factor de sostenibilidad aumentarian el gasto en pensiones entre pp y pp de pib en dicho ano segun la airef y el informe sobre envejecimiento ha concretado y por todo ello parece probable que hacer frente a los incrementos del gasto en pensiones que se derivaran del envejecimiento poblacional requerira de nuevas actuaciones en el futuro por el lado de los ingresos de los gastos o de ambos expone el discurso del gobernador desaceleracion economica el gobernador tambien ha expuesto que la economia espanola se esta desacelerado de forma significativa este punto ya lo expuso la pasada semana el director general de economia y estadistica angel gavilan al hacer publicas las previsiones macro del organismo que ofrece datos sustancialmente mejores que los del gobierno en crecimiento y tambien en creacion de empleo y evidencio que las cifras sobre las que el gobierno sustenta los presupuestos generales del estado pge de estan muy en cuestion,la subida de las pensiones y los sueldos publicos costara mas de millones,macroeconomia,25010c70-0c2d-4cd3-afef-62eb1a4c0736
madrid oct europa press el fondo monetario internacional fmi ha recetado a los gobiernos que deben apoyar a los hogares vulnerables en la actual situacion de elevada inflacion pero que deben evitar medidas fiscales que aumenten la demanda agregada porque eso iria en contra de la politica monetaria los politicos deben proteger a las familias de bajos ingresos de grandes perdidas de ingresos reales y asegurar su acceso a alimentos y energia pero tambien deben reducir las vulnerabilidades de grandes deudas publicas y en respuesta a la elevada inflacion mantener una politica fiscal ajustada para que no se cruce con la politica monetaria ha afirmado el organismo este miercoles ante los elevados niveles de deuda publica que llegara al del pib global este ano puntos por encima de los niveles prepandemia los gobiernos deben priorizar el apoyo a los ciudadanos vulnerables mediante las redes de seguridad social no obstante el fondo considera que se debe permitir a los precios de la energia que se ajusten para preservar los incentivos de limitar su uso y elevar la demanda en el entorno actual el organismo considera que los subsidios rebajas de impuestos o limites de precios para atajar las facturas energeticas seran medidas costosas a nivel presupuestario e ineficaces las politicas para atajar los precios de alimentos y energia no deben sumar demanda agregada las presiones de la demanda obligarian a los bancos centrales a elevar aun mas los tipos de interes haciendo mas cara la deuda publica ha alertado el fmi,el fmi recuerda a los gobiernos que deben apoyar a hogares vulnerables pero no elevar la demanda agregada,macroeconomia,492c8eee-ac9a-4bd0-99ad-3075725f13a8
cada vez es mas una realidad el cambio de impuestos que propuso el presidente gustavo petro al congreso para poner a los ricos a pagar mas y acabar con muchas exenciones que existen hoy en dia para las empresas en materia tributaria esto en medio de un mar de criticas por parte de diversos sectores que han advertido que el palo no esta para cucharas y que contrario a lo que se espera esto traera mas pobreza al pais la reforma tributaria ya fue aprobada en plenarias de senado y camara y tan solo falta la conciliacion entre los voceros de estos dos organos legislativos puesto que los textos avalados por cada rama del congreso fueron diferentes y ahora deberan ponerse de acuerdo para sacar un texto final que pase a sancion presidencial en total se busca recaudar un poco mas de billones de pesos el otro ano impuestos a las bebidas azucaradas y alimentos ultraprocesados modificacion de las rentas a las industrias extractivas minera y petrolera ampliacion de la base gravable y nuevos topes para los impuestos de renta patrimonio y ganancias ocasionales son algunos de los cambios que trae consigo esta nueva ley que ha sido criticada por sectores como el empresarial que ha advertido que esto agravara la crisis que se viene el otro ano han sido tantos los reproches y observaciones a esta normativa que el mismo ministro de hacienda ha tenido que salir en varias ocasiones a defender la iniciativa acusando incluso a las empresas e industrias de generar panico economico sobre este tema este martes de noviembre jose antonio ocampo volvio a referirse al tema y senalo que esta es una medida necesaria para el pais especialmente para garantizar los programas sociales por medio de su cuenta de twitter este funcionario dijo inicialmente que la reforma ha sido plenamente concertada y que le ha dedicado mas de horas a reunirse con los diferentes interlocutores del congreso empresariado y sectores sociales con el fin de explicarles la necesidad de sacar esta iniciativa adelante la reformatributaria es una herramienta clave para conseguir mas recursos para programas sociales trabajaremos en equipo con nuestros empresarios en pro de la paz la igualdad y la justicia social finanzassanas reformaresponsable reformaparaelcambio jose antonio ocampo josea ocampo november la reformatributaria es una herramienta clave para conseguir mas recursos para programas sociales trabajaremos en equipo con nuestros empresarios en pro de la paz la igualdad y la justicia social finanzassanas reformaresponsable reformaparaelcambio dijo en un primer trino la polemica por la reforma tributaria ha llegado a tal punto que senadores como miguel uribe centro democratico le han pedido que no se vaya pasados los meses que pidio como licencia en la universidad de columbia para asumir este cargo sino que se quede a afrontar los estragos que generara con la misma sin embargo ocampo insiste en que su proyecto recoge las ideas de multiples sectores reformatributaria la mas liberal de la historia dedique mas de horas a atender inquietudes y resolver dudas de multiples interlocutores incorporamos las mejores ideas del sector empresarial para lograr una iniciativa con el mayor consenso posible finanzassanas jose antonio ocampo josea ocampo november reformatributaria la mas liberal de la historia dedique mas de horas a atender inquietudes y resolver dudas de multiples interlocutores incorporamos las mejores ideas del sector empresarial para lograr una iniciativa con el mayor consenso posible finanzassanas agrego la reforma tributaria ya esta cocinada ad portas de una conciliacion entre los textos que fueron aprobados en senado y camara pero no deja de causar preocupaciones entre el empresariado que es el que genera empleo y este martes motivo al presidente de la andi bruce mac master a responder al ministro de hacienda jose antonio ocampo quien en varios escenarios venia diciendo que el gremio estaba generando panico el contexto del senalamiento de ocampo eran los reclamos y criticas de los distintos sectores de la economia sobre medidas que incluye la reforma tributaria que pondran a tambalear a industrias como la del petroleo y carbon o al apreton que habra en la industria de alimentos con impuestos a bebidas azucaradas y alimentos ultraprocesados semana consulto a mac master sobre la posicion del gremio frente a lo dicho por el ministro y el dirigente gremial enfatizo en que si bien quieren trabajar con el gobierno como tambien ha sido la invitacion de ocampo no pueden dejar de lanzar las alertas y criticas necesarias queremos trabajar con el gobierno nada le conviene mas al pais en este momento que con la nueva realidad que tenemos generada con la reforma tributaria hagamos todo el esfuerzo por tratar de crear el mejor ambiente posible la mejor economia posible y la mayor confianza para poder hacerlo tenemos que hacerlo de forma conjunta nuestros comentarios siempre seran con las mejores intenciones incluso aquellos que alerten sobre preocupaciones que tengamos sobre la economia dijo de esa manera asevero mac master siempre haremos los comentarios que tengamos que hacer sobre todo objetivos pero no podemos confundir las opiniones las criticas las alertas que eventualmente se envian con panico,minhacienda defendio nuevamente la reforma tributaria incorpora las mejores ideas del sector empresarial,macroeconomia,c764e599-58c4-46ab-8318-796a0d320cc0
madrid nov europa press el indice de precios al consumidor ipc en chile se situo en el interanual en el mes de octubre lo que supone una caida de nueve decimas desde el mes anterior cuando se encontraba en el segun el instituto nacional de estadisticas de chile ine se trata del segundo mes consecutivo en el que cae la inflacion en chile desde que en agosto de este ano toco su pico anual del aunque la cifra sigue superando los dos digitos como ocurre desde abril de este ano cuando llego al interanual en el acumulado del ano la cifra se encuentra en el segun el fmi la inflacion en chile se situara en el a final de ano y habra que esperar a para que caiga de los dos digitos en el decimo mes del ano ocho de las doce divisiones que conforman la cesta del ipc aportaron incidencias positivas en la variacion mensual del indice tres presentaron incidencias negativas y una registro nula incidencia entre las rubricas con aumentos en sus precios destacan alimentos y bebidas no alcoholicas y transportes que se incrementaron un en ambos casos mientras las rubricas que consignaron bajas mensuales en sus precios fueron entre otras equipamiento y mantenimiento del hogar cayendo un,la inflacion en chile cae por segundo mes consecutivo y se situa en el interanual,macroeconomia,17ae36df-9a3e-40c0-b8c2-e15e8012dac5
el dolar ha superado maximos historicos la semana pasada supero la barrera de los pesos y desde que ese comportamiento en el precio de la divisa se registro en colombia no ha bajado diferentes sectores economicos politicos gremios incluso ciudadanos en general han dejado ver en las redes sociales que el panorama asusta en el pais ademas de una inflacion que tampoco cede pues los colombianos ahora pagan mas por el precio de los alimentos y servicios publicos segun como lo revelo el dane en su mas reciente informe en el que octubre la inflacion llego a federico gutierrez neiva huila mayo de foto juan carlos sierra revista semana foto juan carlos sierra pardo esta vez federico gutierrez quien aspiraba ganar las elecciones presidenciales este ano mostro inconformismo ante el comportamiento del presidente de la republica gustavo petro que segun el politico colombiano los mensajes del jefe estado no han gestado un ambiente de calma gutierrez en su red social instagram realizo un video en el que tomo informacion como referencia un informe de anif asociacion nacional de instituciones financieras que revelo que desde que gustavo petro gano las elecciones presidenciales el peso colombiano ha tenido una fuerte devaluacion la campana ya paso usted ya es el presidente y debe actuar con responsabilidad de junio dia en el que usted gano las elecciones lo que le ha pasado a colombia es que es el pais con la tasa de cambio mas devaluada frente al dolar cuando se compara con otros paises emergentes paises desarrollados de la union europea y muchos paises importantes de america latina y el mundo dijo gutierrez incluso lo invito a escuchar a los analistas economicos en el pais lo grave de esta situacion es que esa alza del dolar y esa devaluacion de nuestro peso lo que trae es una gran crisis en materia economica y social y quienes mas sufren son los mas pobres presidente haga un alto en el camino escuche a los expertos queremos que le vaya bien es que si a usted le va mal le va mal al pais escuche escuche y haga un alto en el camino no vamos bien confluyo el politico colombiano en otra oportunidad federico gutierrez manifesto en una columna de opinion en semana que el aumento del dolar solo afecta a los ricos o a los que viajan por estos dias al exterior yo no tengo un solo dolar que importa que suba son muchos los ciudadanos convencidos de que lo anterior es verdad que van por la vida pensando que lo del dolar no es con ellos lastimosamente es con todos y los mas afectados seran los mas pobres segun datos de la asociacion nacional de instituciones financieras anif el peso colombiano es una de las monedas mas devaluadas del mundo incluso mas devaluada que el peso argentino que ya es mucho decir pues es dificil encontrar un pais con peor manejo de su economia es cierto que el dolar sube en todo el mundo pero aqui sube mucho mas y la razon es clara los esfuerzos del gobierno petro por enviar los mensajes equivocados a los mercados como sus anuncios sobre politica energetica o el hecho de congraciarse con un dictador gustavo petro fico gutierrez rodolfo hernandez y sergio fajardo foto semana dijo que si a nivel mundial ademas del panorama inflacionario se venia vaticinando una posible recesion el gobierno deberia haber tomado las decisiones estrategicas para tratar de contener el asunto y no ahondarlo con sus declaraciones y acciones en ultima instancia gobernar se trata de eso hacerse responsable del dinero la estabilidad y el futuro de la economia especialmente de los mas pobres aqui por el contrario mientras que con palabras y simbolos el gobierno entretiene y promete el hambre y la pobreza son cada dia mas reales,presidente haga un alto en el camino escuche a los expertos fico gutierrez le envio un contundente mensaje al presidente gustavo petro,macroeconomia,1dfd6fcc-46da-4895-bf99-feaf823f7b42
archivo las autoridades sanitarias de eeuu han pedido a los ciudadanos que nos consuman papayas de la marca caribena que provienen de mexico debido a que lo relacionan con un brote de salmonella mortal que han sufrido ciudadanos en estados archivo las autoridades sanitarias de eeuu han pedido a los ciudadanos que nos consuman papayas de la marca caribena que provienen de mexico debido a que lo relacionan con un brote de salmonella mortal que han sufrido ciudadanos en estados twitter archivo madrid nov europa press el indice de precios al consumidor ipc de costa rica cayo en octubre por segundo mes consecutivo y se situo en el interanual volviendo a encontrarse por debajo de los dos digitos cifra que no se registraba desde mayo de este ano segun el instituto nacional de estadistica y censos inec asi desde septiembre se ha producido un descenso de puntos y de mas de tres puntos desde agosto de este ano cuando toco su techo anual del de los bienes y servicios que conforman el indicador el ince calcula que un aumentaron de precio entre los que se encuentran el alquiler de la vivienda o el suministro de agua por el contrario los mayores descensos se dieron en el sector energetico y tecnologico en lo que se refiere al acumulado del ano el ipc de costa se situa en el tras la ultima reunion del banco central de costa rica bccr celebrada a finales de octubre los tipos de interes se situaron en el el objetivo de inflacion para el ano de la entidad financiera es del,la inflacion en costa rica cae por segundo mes consecutivo y se situa en el interanual,macroeconomia,a01a95d5-a6bd-4667-a729-9651524cfdc8
los precios de las materias primas alimenticias carne cereales productos lacteos aceites vegetales y azucar acumulan seis meses consecutivos de descensos pero esta rebaja no se traduce en una bajada de precio en el supermercado al menos en espana donde la compra sale hoy un mas cara que hace un ano segun los datos publicados este viernes por el instituto nacional de estadistica los alimentos y bebidas no alcoholicas registraron en septiembre el mayor incremento interanual de toda la serie historica que arranca en el ano destacan las subidas de algunos productos como la harina un mas cara que en septiembre de la mantequilla que ha subido un las pastas y el cuscus o la leche la desnatada y la entera en conjunto los alimentos fueron en septiembre un mas caros que en agosto pero es que en agosto subieron otro frente a julio en julio habian subido un en junio un en mayo un en abril un y asi sucesivamente ya que han encadenado doce meses de incrementos consecutivos el aumento de precios contrasta sin embargo con la evolucion del precio de las materias primas alimenticias que encadena seis meses de descensos en septiembre cayeron un respecto a agosto en agosto habian bajado un en julio se abarataron un en junio un en mayo un y en abril un segun el indice de precios de los alimentos de la organizacion de las naciones unidas para la alimentacion y la agricultura fao esta divergencia entre el precio de la materia prima y el precio final que pagamos en el supermercado se debe a diversas razones segun los expertos consultados por este medio aunque la materia prima baja hay todo tipo de suministros para la produccion que se reflejan en el ipc como el transporte los fertilizantes la energia etc y que inciden en el precio apunta raymond torres director de coyuntura economica de funcas aunque el incremento de precio de la electricidad y los combustibles se ha moderado en septiembre hay que tener en cuenta que la energia que se utilizo para producir alimentos que hemos comprado en septiembre se pago a precio de agosto o meses anteriores cuando estaba en maximos y lo mismo sucede con el combustible con el que se transportaron hace falta un tiempo es como un tsunami lleva tiempo que una primera ola provoque una cascada en otros precios senala manuel hidalgo economista e investigador del think tank esadecpol apunta a otras tres posibles razones que se den subidas puntuales de algun alimento concreto que tenga un peso importante en la cesta de la compra que la bajada de los precios que se produce en origen no sea suficiente para compensar el alza de otros costes de produccion y que se este produciendo un aumento de los margenes de beneficio de algunas companias en sectores menos competitivos aunque bajen los precios en origen a lo largo y ancho del mundo hay que tener en cuenta que a medida que avanza la cadena de valor se siguen sumando costes hasta llegar al precio final no hay que pensar que la unica razon por la que sube o baja el precio es porque se encarezca o abarate en origen apunta en su opinion no hay que descartar tampoco que en mercados con poca competencia podriamos estar en algunos casos ante una subida de margenes por parte de empresas que han aprovechado los ultimos meses para subir precios aunque admite que no hay datos que certifiquen que este aumento de margenes se este produciendo ni tampoco que no este pasando los sindicatos insisten en esta mismo mensaje gregorio izquierdo director general del instituto de estudios economicos apunta como razon adicional a la apreciacion del dolar la moneda en la que se referencian las materias primas y al hecho de que los precios al consumidor final suelen ser a corto plazo mucho mas estables tanto al alza como a la baja que los precios internacionales en origen por la incidencia de los stocks en los procesos de configuracion de precio se refiere a que las grandes superficies en las que hacemos la compra no estan constantemente cambiando el precio de las etiquetas ya que eso en si conllevaria un coste el conocido en jerga economica como coste del menu ademas de que antes de proceder a cambiar los precios suelen terminar con el stock acumulado en almacen la experiencia demuestra en cualquier caso que una vez subidos los precios suele ser necesario un hundimiento de la demanda para que las empresas opten por volver a bajarlos para intentar recuperar su volumen de ventas felipe medina desde la asociacion espanola de distribuidores autoservicios y supermercados asedas patronal de la distribucion explica que aunque los precios de las materias primas en origen empezaron a subir en la primavera de los precios en los supermercados no empezaron a crecer hasta enero de con lo que siempre hace falta un tiempo para que se trasladen las fluctuaciones al precio que pagan los consumidores senala ademas que los primeros que tendrian que notar esta bajada de las materias primas son los ganaderos que adquieren pienso para sus animales si en agosto esos precios percibidos por agricultores y ganaderos fueron un mas altos que el mismo mes del ano anterior la subida interanual de septiembre ha sido del por lo que esa bajada aun no se percibe explica con datos de la estadistica del ministerio de agricultura se refiere tambien al impacto de los combustibles la electricidad el transporte e incluso los fertilizantes y niega que las empresas de distribucion esten ampliando margenes de beneficios se estan reduciendo al maximo para adaptar la oferta a la realidad que tenemos y contener la inflacion todo lo posible como ejemplo senala que el precio del calabacin en origen ha pasado de centimos a en un ano el de la cebolla se ha duplicado de a centimos el platano ha pasado de centimos a centimos y el tomate redondo de a centimos,la caida del precio de las materias primas a nivel mundial no se refleja en el supermercado,macroeconomia,883adc02-110f-4999-8509-9212ac4b5792
